row_num_1,Timestamp,Source IP Address,Destination IP Address,Source Port,Destination Port,Protocol,Packet Length,Packet Type,Traffic Type,Payload Data,Malware Indicators,Anomaly Scores,Alerts/Warnings,Attack Type,Attack Signature,Action Taken,Severity Level,User Information,Device Information,Network Segment,Geo-location Data,Proxy Information,Firewall Logs,IDS/IPS Alerts,Log Source,Invalid Columns
552,2021-04-25 13:22:10,221.24.52.250,40.251.243.189,61938,48288,TCP,772,Data,HTTP,Ipsa enim voluptate quae. Cum blanditiis accusamus molestias. Veritatis optio suscipit aut minima. Totam ab fugit facere illo. Dolorum voluptas quisquam consequuntur sapiente quod inventore.,,75.57,,DDoS,Known Pattern B,Blocked,Low,Aarav Anne,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 5.1; Trident/4.0),Segment A,"Jammu, Meghalaya",177.149.92.114,Log Data,Alert Data,Firewall,Source IP Address (RBL)
570,2022-11-17 03:58:56,129.5.99.217,122.232.152.164,7325,23106,ICMP,316,Control,FTP,Nesciunt officia earum in. Eos incidunt nobis ex. Nesciunt repellat fugiat aspernatur eius. Temporibus amet illo debitis. Nemo incidunt saepe.,IoC Detected,59.63,Alert Triggered,DDoS,Known Pattern B,Ignored,High,Shaan Tata,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 4.0; Trident/3.1),Segment A,"Silchar, Arunachal Pradesh",,,,Firewall,Device Information (Suspect Bot)
576,2022-02-27 03:29:22,187.255.25.251,159.232.53.146,9046,30403,UDP,270,Data,DNS,Cupiditate illo exercitationem tenetur veritatis molestias a. Libero blanditiis ipsum.,,44.33,,Intrusion,Known Pattern A,Logged,Low,Rania Chauhan,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 10.0; Trident/3.1),Segment A,"Bijapur, Himachal Pradesh",73.182.182.105,,Alert Data,Server,Device Information (Suspect Bot)
581,2022-04-17 15:01:58,211.162.233.122,44.232.217.81,57208,58172,UDP,510,Control,HTTP,Doloribus ducimus nemo aliquid nobis dolores recusandae. Alias nihil nesciunt perspiciatis esse impedit eligendi ullam. Quas reiciendis accusantium.,,67.63,,Intrusion,Known Pattern B,Blocked,High,Bhamini Lala,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 6.2; Trident/3.0),Segment A,"Ramagundam, Kerala",107.121.61.72,,,Firewall,Device Information (Suspect Bot)
605,2023-09-08 11:28:07,119.242.39.57,131.215.254.94,50983,45974,UDP,493,Control,FTP,Impedit nobis commodi quia nam harum. Libero saepe doloribus eaque molestiae. Consectetur facilis libero ipsa ut. Amet fuga error aperiam laudantium.,,23.64,,DDoS,Known Pattern A,Logged,Medium,Shray Tella,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 5.2; Trident/5.0),Segment A,"Chandigarh, Kerala",7.147.164.50,Log Data,Alert Data,Firewall,Device Information (Suspect Bot)
618,2022-07-18 06:55:50,63.125.189.99,105.226.247.205,12179,49072,UDP,1120,Control,DNS,Minus labore laudantium praesentium. Distinctio iusto repellendus mollitia accusantium labore. Laboriosam numquam natus ducimus nihil fuga provident. Ex excepturi voluptatibus magnam repellat.,,5.26,,DDoS,Known Pattern B,Ignored,High,Himmat Chawla,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 5.01; Trident/3.1),Segment A,"Serampore, Bihar",,Log Data,,Firewall,Device Information (Suspect Bot)
621,2021-05-29 14:59:09,71.67.252.66,21.113.226.199,43605,38085,UDP,1046,Data,DNS,Dolorum aperiam cupiditate unde alias. Sed suscipit architecto praesentium quia. Earum nihil fugiat reprehenderit culpa corporis. Quisquam consectetur ipsam eius nisi libero reiciendis culpa.,IoC Detected,11.62,,DDoS,Known Pattern A,Ignored,Low,Taran Sangha,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 4.0; Trident/4.1),Segment A,"Raiganj, Gujarat",28.113.242.24,,,Firewall,Device Information (Suspect Bot)
622,2021-07-20 09:55:27,106.229.232.188,94.129.19.249,53442,37300,TCP,697,Control,FTP,Ad beatae quas eligendi voluptate totam. Minus modi optio voluptatibus mollitia. Expedita esse autem.,,67.57,Alert Triggered,Malware,Known Pattern A,Blocked,Medium,Reyansh Upadhyay,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 5.1; Trident/3.1),Segment B,"Kakinada, Nagaland",,,Alert Data,Firewall,Source IP Address (RBL)
640,2022-05-05 04:13:53,158.52.9.37,53.39.24.166,46430,7351,TCP,821,Control,DNS,Cupiditate amet impedit suscipit. Quae quo temporibus ducimus. Tempore error quas molestiae nobis delectus exercitationem dignissimos.,,72.9,,DDoS,Known Pattern B,Blocked,Low,Shayak Chakraborty,"Mozilla/5.0 (iPhone; CPU iPhone OS 9_3_5 like Mac OS X) AppleWebKit/531.0 (KHTML, like Gecko) FxiOS/15.3k9341.0 Mobile/28D083 Safari/531.0",Segment A,"Bokaro, Gujarat",,Log Data,,Server,Source IP Address (RBL)
649,2020-05-16 03:43:01,151.156.21.140,40.241.60.254,60575,61121,ICMP,1245,Control,HTTP,Iste culpa officiis soluta eaque nihil. Aliquid necessitatibus culpa nemo enim quae aperiam. Facilis totam libero recusandae tempore ullam. Rem repellat tenetur consectetur.,,37.01,,DDoS,Known Pattern A,Ignored,Medium,Lakshit Srinivas,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 6.0; Trident/5.0),Segment A,"Bongaigaon, Tripura",91.52.32.71,Log Data,Alert Data,Server,Device Information (Suspect Bot)
653,2022-11-14 01:16:20,65.203.253.110,154.24.150.171,44611,60211,UDP,456,Control,FTP,Ea nisi voluptas hic nisi error velit. Soluta rem porro doloribus iusto voluptatem. Dolorem placeat occaecati architecto natus modi.,IoC Detected,51.28,Alert Triggered,Intrusion,Known Pattern B,Blocked,Medium,Manikya Din,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 6.2; Trident/5.1),Segment B,"Sambalpur, Bihar",169.201.114.104,Log Data,,Firewall,Device Information (Suspect Bot)
662,2022-11-13 23:09:47,214.34.232.116,147.73.206.102,39446,15879,UDP,1317,Data,DNS,Repellat nulla inventore laborum voluptates voluptatibus optio. Excepturi ducimus nemo quas harum sunt aperiam. Necessitatibus odio nobis iusto.,,68.77,,DDoS,Known Pattern B,Logged,Low,Suhana Sangha,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 6.2; Trident/4.1),Segment A,"Jhansi, Chhattisgarh",,Log Data,Alert Data,Firewall,Device Information (Suspect Bot)
677,2023-05-21 02:53:49,47.18.37.40,90.54.116.117,4160,23939,UDP,1224,Data,FTP,Maxime hic temporibus esse ipsam necessitatibus soluta numquam. Quae qui ipsam necessitatibus omnis maxime officia. Ad dicta animi exercitationem quos maiores similique.,,68.75,Alert Triggered,Malware,Known Pattern B,Logged,Low,Aaina Arya,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 5.0; Trident/5.0),Segment A,"Ambattur, Kerala",32.105.164.183,,,Server,Destination IP Address (RBL)
682,2023-01-26 06:38:11,5.17.193.47,56.4.89.22,58379,50145,ICMP,894,Control,FTP,Necessitatibus ipsa cum corrupti rem eius. Rerum minima et eligendi sequi. Et rem maiores odio. In et quam. Nam minus ipsam blanditiis. Voluptate accusamus aliquam suscipit.,,87.8,Alert Triggered,Malware,Known Pattern A,Ignored,Low,Aarav Singhal,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 10.0; Trident/4.1),Segment C,"Noida, Gujarat",40.18.14.26,,,Server,Device Information (Suspect Bot)
688,2022-08-18 13:09:52,221.99.134.230,179.72.21.79,18012,59876,UDP,1090,Control,FTP,Architecto atque ullam deleniti iusto. In tempore corrupti similique. Harum expedita temporibus quidem alias hic.,,55.17,,DDoS,Known Pattern B,Blocked,Low,Misha Chander,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_3 like Mac OS X; byn-ER) AppleWebKit/534.30.7 (KHTML, like Gecko) Version/3.0.5 Mobile/8B114 Safari/6534.30.7",Segment B,"Thane, Karnataka",45.77.73.60,,,Firewall,Destination IP Address (RBL)
691,2020-04-02 11:38:28,105.97.52.232,123.148.47.238,54769,16080,TCP,1286,Data,DNS,Ipsum iusto sapiente. Quasi rem possimus ea. Quia minus impedit magni maiores repellat soluta.,,87.1,,Intrusion,Known Pattern A,Logged,Medium,Pihu Batta,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 6.2; Trident/4.1),Segment B,"Panvel, Tamil Nadu",212.161.47.5,Log Data,,Server,Device Information (Suspect Bot)
695,2020-05-28 08:32:23,131.1.67.68,130.42.190.45,20212,64329,ICMP,588,Data,FTP,Culpa explicabo adipisci eveniet illo vel. Ullam nam voluptas. Provident consequuntur vitae iste ipsum rem. Distinctio dignissimos eius molestias.,IoC Detected,64.66,,Intrusion,Known Pattern A,Blocked,High,Yasmin Sharaf,"Mozilla/5.0 (iPhone; CPU iPhone OS 10_3_3 like Mac OS X) AppleWebKit/535.2 (KHTML, like Gecko) CriOS/50.0.855.0 Mobile/40P629 Safari/535.2",Segment C,"Thoothukudi, Karnataka",216.243.85.181,Log Data,Alert Data,Firewall,Source IP Address (RBL)
702,2023-08-13 03:29:58,81.243.85.108,118.23.164.146,9931,22088,UDP,1134,Control,HTTP,Dicta illo blanditiis iure. Fugit fuga incidunt ut temporibus at alias. Hic libero officia hic voluptatum.,,79.85,,DDoS,Known Pattern B,Blocked,High,Kanav Balan,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 4.0; Trident/5.0),Segment C,"Kozhikode, Maharashtra",171.211.218.80,Log Data,,Firewall,Device Information (Suspect Bot)
705,2022-07-31 23:27:25,176.133.41.57,5.45.230.202,32699,56959,TCP,968,Data,DNS,Eius tempore beatae perspiciatis molestias non perferendis molestiae. Blanditiis molestiae accusantium distinctio. Similique ratione sunt enim nam.,IoC Detected,99.9,,DDoS,Known Pattern A,Blocked,Low,Jayant Yadav,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 6.0; Trident/5.0),Segment C,"Burhanpur, Madhya Pradesh",169.135.161.170,Log Data,Alert Data,Server,Device Information (Suspect Bot)
713,2023-04-10 22:53:18,126.230.177.171,180.78.76.66,24270,32887,TCP,681,Data,HTTP,Autem assumenda optio a. Necessitatibus dolor ipsa nesciunt quo. Beatae modi quaerat iusto debitis eum. Incidunt dolor maiores ipsa consectetur. Ullam soluta a.,,70.11,,Intrusion,Known Pattern B,Ignored,Medium,Hansh Kakar,Mozilla/5.0 (compatible; MSIE 5.0; Windows CE; Trident/5.1),Segment C,"Siwan, Bihar",82.112.129.238,Log Data,Alert Data,Firewall,Device Information (Suspect Bot)
714,2021-08-08 16:09:50,192.141.87.76,153.245.185.168,33363,20031,ICMP,1019,Control,FTP,Neque iusto doloribus. Eveniet labore culpa voluptas neque. Error dignissimos ullam maxime vero illo. Assumenda voluptates voluptate iure est porro.,IoC Detected,5.72,Alert Triggered,DDoS,Known Pattern B,Ignored,High,Rohan Dutt,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 5.0; Trident/3.1),Segment C,"Mau, Uttarakhand",34.245.50.213,,Alert Data,Firewall,Source IP Address (RBL)
721,2023-07-30 09:35:44,41.45.53.229,37.237.223.201,2540,48961,TCP,148,Control,HTTP,Necessitatibus autem odio quis incidunt aspernatur. Harum voluptatibus iure deleniti laboriosam voluptas ipsum.,,42.79,Alert Triggered,Intrusion,Known Pattern B,Ignored,Medium,Kaira Bhatnagar,Mozilla/5.0 (compatible; MSIE 5.0; Windows 98; Win 9x 4.90; Trident/4.0),Segment C,"Haldia, Odisha",,,Alert Data,Server,Device Information (Suspect Bot)
788,2020-11-14 16:32:22,66.162.30.88,218.192.63.147,9116,47745,UDP,410,Data,HTTP,Molestias hic doloremque architecto accusamus accusantium voluptatem. Earum soluta adipisci.,,12.92,Alert Triggered,Malware,Known Pattern A,Ignored,Low,Umang Varkey,"Mozilla/5.0 (Windows; U; Windows NT 5.01) AppleWebKit/532.47.4 (KHTML, like Gecko) Version/4.0.1 Safari/532.47.4",Segment A,"Pudukkottai, Rajasthan",,Log Data,,Server,Source IP Address (RBL)
798,2020-04-28 16:56:07,219.27.103.144,51.140.238.248,64455,17747,ICMP,836,Data,FTP,Mollitia laudantium voluptatibus nesciunt dolorem a ad. Similique eius dolorum quaerat.,,35.49,,DDoS,Known Pattern A,Blocked,High,Eshani Bakshi,Mozilla/5.0 (compatible; MSIE 5.0; Windows 98; Win 9x 4.90; Trident/3.0),Segment A,"Pune, Odisha",,Log Data,Alert Data,Firewall,Device Information (Suspect Bot)
825,2021-07-06 02:24:17,193.213.98.139,118.26.11.163,25018,10922,UDP,71,Control,FTP,Quia repellendus fuga id at repellat. Quidem dignissimos dolore quasi qui non ea. Velit porro ipsum molestias quasi. Saepe assumenda perferendis quae.,IoC Detected,28.0,Alert Triggered,Intrusion,Known Pattern B,Ignored,High,Ishita Rana,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 4.0; Trident/4.0),Segment C,"Lucknow, Uttarakhand",,Log Data,,Server,Device Information (Suspect Bot)
830,2020-08-05 20:56:29,171.61.66.194,76.52.141.34,15631,38479,ICMP,1458,Data,DNS,Accusamus explicabo autem iure. Aliquam culpa consectetur adipisci rem officia placeat error. Doloremque veritatis velit non tenetur nesciunt.,,68.01,,Intrusion,Known Pattern A,Blocked,High,Aniruddh Choudhry,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 5.01; Trident/4.1),Segment B,"Dhanbad, Tamil Nadu",,,,Server,Device Information (Suspect Bot)
833,2022-06-15 15:43:43,38.149.43.145,17.5.16.111,28320,20198,UDP,621,Data,HTTP,Delectus ab dolor delectus necessitatibus esse nostrum. In repellendus voluptas reprehenderit laudantium architecto sed. Facilis mollitia esse sint quidem.,,87.41,,Malware,Known Pattern A,Logged,Medium,Mamooty Thaman,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 6.0; Trident/5.0),Segment A,"Guwahati, Arunachal Pradesh",98.218.56.200,,Alert Data,Firewall,Device Information (Suspect Bot)
842,2022-02-01 18:41:40,123.184.212.187,182.6.160.162,63445,56800,ICMP,734,Control,DNS,Quasi expedita exercitationem atque sit explicabo. Temporibus soluta sequi minima magnam quasi dicta cupiditate. Maxime dicta hic.,,9.77,Alert Triggered,Intrusion,Known Pattern A,Ignored,Low,Tara Konda,Opera/8.78.(Windows NT 4.0; tig-ER) Presto/2.9.184 Version/11.00,Segment C,"Saharanpur, Jharkhand",,,,Firewall,Source IP Address (RBL)
849,2021-04-15 04:22:39,105.112.40.108,151.113.119.4,63360,29131,TCP,580,Data,DNS,Voluptatibus ex suscipit. Vel praesentium voluptas deserunt possimus vitae illo impedit. Ab voluptatibus voluptatibus odit maxime.,IoC Detected,45.0,Alert Triggered,Malware,Known Pattern B,Logged,Medium,Emir Rege,Mozilla/5.0 (compatible; MSIE 5.0; Windows CE; Trident/5.0),Segment B,"Aizawl, Maharashtra",,,,Firewall,Device Information (Suspect Bot)
856,2023-08-26 22:56:51,36.236.220.135,49.210.107.87,29822,32706,UDP,1485,Control,DNS,Nisi blanditiis ipsam blanditiis. Saepe atque debitis libero earum aspernatur quia. Expedita accusantium nostrum asperiores recusandae ipsum.,,71.87,Alert Triggered,Malware,Known Pattern A,Ignored,High,Tushar Sood,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 4.0; Trident/3.1),Segment B,"Tiruvottiyur, Karnataka",,,,Firewall,Device Information (Suspect Bot)
857,2022-11-09 15:27:36,162.18.169.64,92.95.164.229,54334,4575,TCP,1135,Control,DNS,Asperiores autem provident nihil saepe. Rerum possimus totam asperiores facere. Similique quas magni ex. Veritatis voluptatibus in temporibus. Animi nesciunt quibusdam fugit nostrum.,IoC Detected,79.22,,Malware,Known Pattern A,Logged,Medium,Arnav Dhawan,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 5.01; Trident/3.1),Segment C,"Motihari, Odisha",,,,Firewall,Device Information (Suspect Bot)
866,2023-08-10 12:58:59,35.214.170.36,159.221.42.152,61030,45773,ICMP,854,Data,DNS,Magnam facilis sit ut quibusdam non. Sequi quas neque. Dolor sit officia sunt a occaecati praesentium.,,49.06,,Intrusion,Known Pattern A,Ignored,Low,Kavya Hegde,Opera/8.68.(Windows NT 10.0; hu-HU) Presto/2.9.178 Version/10.00,Segment B,"Bhilwara, Chhattisgarh",71.59.148.112,,Alert Data,Firewall,Source IP Address (RBL)
880,2021-11-12 20:12:19,185.148.33.79,27.88.226.18,32156,42520,UDP,1102,Data,DNS,Ad porro delectus atque aliquam tempora ipsum. Eaque itaque ad voluptate dolor laboriosam. Id error odio similique neque. Cumque accusantium ea. Dolor earum suscipit accusamus numquam repellendus.,,38.21,Alert Triggered,DDoS,Known Pattern B,Blocked,High,Farhan Yadav,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 5.2; Trident/3.0),Segment B,"Bhilai, Odisha",,,,Server,Device Information (Suspect Bot)
883,2021-05-06 06:20:56,120.165.84.248,29.80.125.57,18500,4572,TCP,824,Control,FTP,Fuga voluptate ullam ipsam. Iusto voluptas sunt repellendus non. Alias ipsam nisi aliquam nihil. Incidunt saepe enim illum vel dolores.,IoC Detected,14.54,,Intrusion,Known Pattern B,Ignored,Low,Dhruv Butala,"Mozilla/5.0 (iPad; CPU iPad OS 5_1_1 like Mac OS X) AppleWebKit/535.1 (KHTML, like Gecko) CriOS/24.0.831.0 Mobile/13B014 Safari/535.1",Segment C,"Serampore, Tamil Nadu",,Log Data,,Firewall,Source IP Address (RBL)
888,2022-07-18 12:32:35,77.34.105.52,197.75.5.92,40131,24373,UDP,1036,Data,FTP,Saepe assumenda asperiores corporis. Nemo iure hic. Nihil consectetur voluptates magni minima.,IoC Detected,92.11,Alert Triggered,DDoS,Known Pattern B,Blocked,Medium,Taimur Ramaswamy,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/35.0.826.0 Safari/535.1",Segment C,"Solapur, Telangana",,Log Data,Alert Data,Server,Source IP Address (RBL)
931,2020-03-10 22:13:57,217.57.67.82,72.30.83.204,2496,36808,UDP,722,Control,HTTP,Laborum vero nihil. Veniam harum occaecati. Praesentium distinctio praesentium occaecati nisi rem rerum. Modi nulla sit inventore. Nam vero quibusdam delectus quia dolore debitis.,IoC Detected,60.66,,DDoS,Known Pattern A,Logged,Medium,Suhana Chahal,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 6.2; Trident/4.1),Segment C,"Narasaraopet, Punjab",143.149.147.85,Log Data,,Server,Device Information (Suspect Bot)
932,2023-07-16 16:27:19,1.107.181.228,100.27.57.187,54232,11766,TCP,1011,Control,DNS,Eligendi autem cupiditate aut ullam eius. Adipisci optio placeat provident nisi id quos. Et et magni deserunt hic aspernatur.,IoC Detected,60.84,Alert Triggered,Malware,Known Pattern B,Ignored,High,Ayesha Sani,Opera/8.67.(X11; Linux i686; iu-CA) Presto/2.9.181 Version/12.00,Segment B,"Burhanpur, Nagaland",97.100.43.135,,Alert Data,Server,Source IP Address (RBL)
937,2021-04-06 11:31:27,186.57.206.244,183.242.47.19,37604,20114,UDP,408,Data,HTTP,Modi consectetur nostrum nemo molestias necessitatibus deserunt. Ex officiis ex quis vel. Fugit totam officiis aliquam blanditiis veniam. Illum sed minima qui accusamus dolores delectus.,,83.24,Alert Triggered,DDoS,Known Pattern B,Ignored,Medium,Hridaan Date,"Mozilla/5.0 (Linux; Android 3.0) AppleWebKit/532.1 (KHTML, like Gecko) Chrome/46.0.818.0 Safari/532.1",Segment B,"Thane, Manipur",198.235.218.155,Log Data,Alert Data,Server,Destination IP Address (RBL)
943,2020-12-04 21:53:48,24.71.217.135,123.169.130.103,7663,55213,ICMP,314,Control,DNS,Mollitia quae nulla. Magni nam dolor tempora sunt nesciunt non. Minus voluptatibus atque asperiores nulla.,IoC Detected,29.68,,Intrusion,Known Pattern B,Blocked,Low,Arhaan Golla,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 6.2; Trident/3.1),Segment C,"Chinsurah, West Bengal",,,,Server,Device Information (Suspect Bot)
946,2021-12-28 19:16:23,162.184.149.105,35.213.237.88,46280,64703,UDP,358,Data,DNS,Repellendus saepe omnis. Magnam doloribus suscipit laborum officia. Cupiditate soluta corporis quae possimus. Delectus cupiditate magni ex ut eveniet. Cumque vero saepe velit cupiditate.,IoC Detected,67.99,Alert Triggered,Intrusion,Known Pattern A,Logged,High,Tarini Deshmukh,Mozilla/5.0 (compatible; MSIE 7.0; Windows 98; Win 9x 4.90; Trident/5.1),Segment B,"Nizamabad, Nagaland",,,Alert Data,Server,Destination IP Address (RBL)
950,2020-11-27 01:19:28,219.190.122.232,141.149.217.178,58499,23022,UDP,632,Control,DNS,Distinctio at deserunt eveniet. Harum optio autem eos laborum similique aspernatur. Accusantium cum quae asperiores similique.,IoC Detected,81.5,,Intrusion,Known Pattern A,Logged,Medium,Gatik Sangha,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 5.0; Trident/5.0),Segment C,"Tirupati, Kerala",128.130.81.28,Log Data,Alert Data,Server,Device Information (Suspect Bot)
956,2023-03-29 17:09:22,96.158.137.57,100.11.198.137,4850,19665,UDP,275,Control,HTTP,Quidem culpa porro porro ipsum. Nihil ipsam suscipit rem nobis ea quia exercitationem. Sapiente quaerat velit dolor reprehenderit. Aliquam deleniti praesentium adipisci. Unde sed facilis.,IoC Detected,98.53,Alert Triggered,DDoS,Known Pattern B,Ignored,High,Aayush Swamy,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 6.0; Trident/4.0),Segment B,"Nangloi Jat, Punjab",,,Alert Data,Firewall,Device Information (Suspect Bot)
964,2021-08-27 15:45:47,163.184.44.87,20.186.138.24,5875,13875,TCP,609,Data,DNS,Ducimus officiis inventore repellendus sed corrupti sapiente quis. Aliquid praesentium nisi optio aperiam. Modi harum eaque nisi rem eveniet.,,76.55,,Malware,Known Pattern B,Ignored,High,Purab Sinha,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 5.2; Trident/5.1),Segment C,"Moradabad, Kerala",,,Alert Data,Server,Device Information (Suspect Bot)
966,2020-03-11 13:09:18,205.172.209.46,13.4.24.209,12462,58723,TCP,1453,Control,HTTP,Corrupti quas reprehenderit nostrum. Nobis dolorum repudiandae dicta vero error.,IoC Detected,47.23,Alert Triggered,Malware,Known Pattern B,Ignored,Low,Taran Ramaswamy,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8 rv:4.0; ro-RO) AppleWebKit/533.8.1 (KHTML, like Gecko) Version/4.0.5 Safari/533.8.1",Segment A,"Maheshtala, Mizoram",,Log Data,,Firewall,Destination IP Address (RBL)
972,2022-02-28 08:23:45,208.67.0.152,142.171.126.211,10368,6809,TCP,476,Control,HTTP,At minus quas voluptates quidem numquam ea. Veritatis voluptatum cum quo. Alias voluptatum ipsa ad inventore eaque. Quas non atque. Rerum repellat molestias eligendi. Harum adipisci cumque ipsum.,IoC Detected,92.58,,Malware,Known Pattern A,Ignored,High,Anahita Krishnamurthy,Mozilla/5.0 (compatible; MSIE 7.0; Windows 95; Trident/4.1),Segment B,"Unnao, Madhya Pradesh",,Log Data,Alert Data,Server,Source IP Address (RBL)
